日期,销售额,订单数,客单价,类别,渠道
2024-09-20,20664.71,126,164.01,美妆,线上
2024-09-20,12685.57,97,130.78,美妆,线下
2024-09-20,19168.04,116,165.24,美妆,小程序
2024-09-20,8914.55,68,131.1,美妆,APP
2024-09-21,8136.93,63,129.16,电子产品,线上
2024-09-21,13623.32,131,103.99,电子产品,线下
2024-09-21,24274.35,50,485.49,电子产品,小程序
2024-09-21,7257.44,57,127.32,电子产品,APP
2024-09-21,10844.07,125,86.75,服装,线上
2024-09-21,19629.9,107,183.46,服装,线下
2024-09-21,25534.62,102,250.34,服装,小程序
2024-09-21,11076.26,58,190.97,服装,APP
2024-09-21,7535.17,30,251.17,图书,线上
2024-09-21,16806.7,146,115.11,图书,线下
2024-09-21,25712.71,45,571.39,图书,小程序
2024-09-21,21226.1,124,171.18,图书,APP
2024-09-21,8523.82,81,105.23,家居,线上
2024-09-21,20892.66,41,509.58,家居,线下
2024-09-21,19470.17,117,166.41,家居,小程序
2024-09-21,11014.39,71,155.13,家居,APP
2024-09-21,17362.16,81,214.35,食品,线上
2024-09-21,24387.94,92,265.09,食品,线下
2024-09-21,25671.78,67,383.16,食品,小程序
2024-09-21,24422.29,34,718.3,食品,APP
2024-09-21,13180.11,80,164.75,美妆,线上
2024-09-21,10183.35,86,118.41,美妆,线下
2024-09-21,25714.67,28,918.38,美妆,小程序
2024-09-21,22705.89,81,280.32,美妆,APP
2024-09-22,7049.33,113,62.38,电子产品,线上
2024-09-22,23637.91,147,160.8,电子产品,线下
2024-09-22,14110.95,115,122.7,电子产品,小程序
2024-09-22,26474.41,88,300.85,电子产品,APP
2024-09-22,13338.92,139,95.96,服装,线上
2024-09-22,22131.89,119,185.98,服装,线下
2024-09-22,25097.03,88,285.19,服装,小程序
2024-09-22,16127.77,136,118.59,服装,APP
2024-09-22,14018.6,88,159.3,图书,线上
2024-09-22,20913.42,105,199.18,图书,线下
2024-09-22,25761.01,112,230.01,图书,小程序
2024-09-22,26192.83,131,199.95,图书,APP
2024-09-22,13358.8,140,95.42,家居,线上
2024-09-22,26710.94,89,300.12,家居,线下
2024-09-22,13838.92,148,93.51,家居,小程序
2024-09-22,13608.21,36,378.01,家居,APP
2024-09-22,14654.16,91,161.03,食品,线上
2024-09-22,8102.27,65,124.65,食品,线下
2024-09-22,12767.79,114,112.0,食品,小程序
2024-09-22,5856.56,22,266.21,食品,APP
2024-09-22,17705.45,98,180.67,美妆,线上
2024-09-22,16314.28,107,152.47,美妆,线下
2024-09-22,9369.7,122,76.8,美妆,小程序
2024-09-22,18206.0,102,178.49,美妆,APP
2024-09-23,22389.57,115,194.69,电子产品,线上
2024-09-23,17835.94,121,147.4,电子产品,线下
2024-09-23,11925.39,134,89.0,电子产品,小程序
2024-09-23,9325.48,81,115.13,电子产品,APP
2024-09-23,5692.75,90,63.25,服装,线上
2024-09-23,8353.13,114,73.27,服装,线下
2024-09-23,22182.04,50,443.64,服装,小程序
2024-09-23,11139.3,118,94.4,服装,APP
2024-09-23,8047.07,93,86.53,图书,线上
2024-09-23,6537.17,87,75.14,图书,线下
2024-09-23,19454.87,70,277.93,图书,小程序
2024-09-23,10753.03,60,179.22,图书,APP
2024-09-23,25725.37,49,525.01,家居,线上
2024-09-23,11901.85,101,117.84,家居,线下
2024-09-23,24541.06,74,331.64,家居,小程序
2024-09-23,20917.86,34,615.23,家居,APP
2024-09-23,15180.99,125,121.45,食品,线上
2024-09-23,10152.49,137,74.11,食品,线下
2024-09-23,10281.98,24,428.42,食品,小程序
2024-09-23,6047.89,51,118.59,食品,APP
2024-09-23,16107.16,111,145.11,美妆,线上
2024-09-23,25267.31,56,451.2,美妆,线下
2024-09-23,25530.16,40,638.25,美妆,小程序
2024-09-23,13356.93,134,99.68,美妆,APP
2024-09-24,7422.67,91,81.57,电子产品,线上
2024-09-24,12321.37,73,168.79,电子产品,线下
2024-09-24,13284.22,91,145.98,电子产品,小程序
2024-09-24,21443.96,65,329.91,电子产品,APP
2024-09-24,14806.08,149,99.37,服装,线上
2024-09-24,22709.75,86,264.07,服装,线下
2024-09-24,11209.71,147,76.26,服装,小程序
2024-09-24,6473.77,147,44.04,服装,APP
2024-09-24,9625.71,61,157.8,图书,线上
2024-09-24,24274.67,26,933.64,图书,线下
2024-09-24,20411.5,125,163.29,图书,小程序
2024-09-24,22690.72,57,398.08,图书,APP
2024-09-24,10245.07,133,77.03,家居,线上
2024-09-24,15453.3,53,291.57,家居,线下
2024-09-24,17935.75,122,147.01,家居,小程序
2024-09-24,20204.84,124,162.94,家居,APP
2024-09-24,9502.24,139,68.36,食品,线上
2024-09-24,5493.76,91,60.37,食品,线下
2024-09-24,25170.76,31,811.96,食品,小程序
2024-09-24,25473.7,111,229.49,食品,APP
2024-09-24,23095.23,132,174.96,美妆,线上
2024-09-24,25634.75,36,712.08,美妆,线下
2024-09-24,5952.97,114,52.22,美妆,小程序
2024-09-24,12476.34,31,402.46,美妆,APP
2024-09-25,6231.06,58,107.43,电子产品,线上
2024-09-25,15967.76,65,245.66,电子产品,线下
2024-09-25,21312.72,36,592.02,电子产品,小程序
2024-09-25,12167.41,101,120.47,电子产品,APP
2024-09-25,15516.69,69,224.88,服装,线上
2024-09-25,8049.0,26,309.58,服装,线下
2024-09-25,18586.91,78,238.29,服装,小程序
2024-09-25,26495.1,51,519.51,服装,APP
2024-09-25,22177.67,75,295.7,图书,线上
2024-09-25,22043.3,42,524.84,图书,线下
2024-09-25,16196.93,62,261.24,图书,小程序
2024-09-25,25206.39,70,360.09,图书,APP
2024-09-25,8086.16,116,69.71,家居,线上
2024-09-25,18983.33,109,174.16,家居,线下
2024-09-25,20870.99,120,173.92,家居,小程序
2024-09-25,9269.57,26,356.52,家居,APP
2024-09-25,18515.49,67,276.35,食品,线上
2024-09-25,17964.56,144,124.75,食品,线下
2024-09-25,22500.87,108,208.34,食品,小程序
2024-09-25,8221.01,115,71.49,食品,APP
2024-09-25,26466.83,110,240.61,美妆,线上
2024-09-25,23439.86,74,316.75,美妆,线下
2024-09-25,25230.58,57,442.64,美妆,小程序
2024-09-25,9116.51,133,68.55,美妆,APP
2024-09-26,10413.44,68,153.14,电子产品,线上
2024-09-26,24974.93,64,390.23,电子产品,线下
2024-09-26,5490.72,113,48.59,电子产品,小程序
2024-09-26,24084.85,76,316.91,电子产品,APP
2024-09-26,22534.2,77,292.65,服装,线上
2024-09-26,8281.2,128,64.7,服装,线下
2024-09-26,14780.74,149,99.2,服装,小程序
2024-09-26,13103.25,28,467.97,服装,APP
2024-09-26,15713.7,43,365.43,图书,线上
2024-09-26,25275.79,137,184.49,图书,线下
2024-09-26,6454.61,67,96.34,图书,小程序
2024-09-26,13956.74,147,94.94,图书,APP
2024-09-26,22666.4,50,453.33,家居,线上
2024-09-26,22154.93,60,369.25,家居,线下
2024-09-26,23580.4,71,332.12,家居,小程序
2024-09-26,13782.97,45,306.29,家居,APP
2024-09-26,5768.84,51,113.11,食品,线上
2024-09-26,8865.78,45,197.02,食品,线下
2024-09-26,13195.25,76,173.62,食品,小程序
2024-09-26,24960.23,66,378.19,食品,APP
2024-09-26,20879.47,146,143.01,美妆,线上
2024-09-26,20008.85,131,152.74,美妆,线下
2024-09-26,25617.45,87,294.45,美妆,小程序
2024-09-26,17124.24,86,199.12,美妆,APP
2024-09-27,17354.85,142,122.22,电子产品,线上
2024-09-27,7592.13,133,57.08,电子产品,线下
2024-09-27,16923.25,53,319.31,电子产品,小程序
2024-09-27,6662.21,75,88.83,电子产品,APP
2024-09-27,20774.09,59,352.1,服装,线上
2024-09-27,6602.96,61,108.25,服装,线下
2024-09-27,19720.18,150,131.47,服装,小程序
2024-09-27,4499.72,47,95.74,服装,APP
2024-09-27,16933.87,94,180.15,图书,线上
2024-09-27,8493.33,59,143.95,图书,线下
2024-09-27,10050.35,59,170.34,图书,小程序
2024-09-27,16309.6,67,243.43,图书,APP
2024-09-27,7226.84,110,65.7,家居,线上
2024-09-27,11043.76,116,95.2,家居,线下
2024-09-27,7301.06,106,68.88,家居,小程序
2024-09-27,7773.53,32,242.92,家居,APP
2024-09-27,19392.68,82,236.5,食品,线上
2024-09-27,18261.34,142,128.6,食品,线下
2024-09-27,18790.36,82,229.15,食品,小程序
2024-09-27,5339.04,49,108.96,食品,APP
2024-09-27,13177.31,89,148.06,美妆,线上
2024-09-27,10905.38,145,75.21,美妆,线下
2024-09-27,8864.65,80,110.81,美妆,小程序
2024-09-27,4321.44,100,43.21,美妆,APP
2024-09-28,8113.46,98,82.79,电子产品,线上
2024-09-28,17309.7,102,169.7,电子产品,线下
2024-09-28,6748.25,38,177.59,电子产品,小程序
2024-09-28,7954.89,118,67.41,电子产品,APP
2024-09-28,7188.84,34,211.44,服装,线上
2024-09-28,12848.33,93,138.15,服装,线下
2024-09-28,15477.41,78,198.43,服装,小程序
2024-09-28,13901.51,141,98.59,服装,APP
2024-09-28,15356.85,118,130.14,图书,线上
2024-09-28,5304.78,90,58.94,图书,线下
2024-09-28,17624.4,31,568.53,图书,小程序
2024-09-28,10355.84,84,123.28,图书,APP
2024-09-28,13863.69,64,216.62,家居,线上
2024-09-28,20097.3,37,543.17,家居,线下
2024-09-28,10470.24,129,81.16,家居,小程序
2024-09-28,20784.33,88,236.19,家居,APP
2024-09-28,5453.19,107,50.96,食品,线上
2024-09-28,9821.0,89,110.35,食品,线下
2024-09-28,4519.87,43,105.11,食品,小程序
2024-09-28,13991.63,116,120.62,食品,APP
2024-09-28,14265.85,74,192.78,美妆,线上
2024-09-28,14240.61,135,105.49,美妆,线下
2024-09-28,13498.67,111,121.61,美妆,小程序
2024-09-28,17863.16,35,510.38,美妆,APP
2024-09-29,12368.01,20,618.4,电子产品,线上
2024-09-29,18049.63,24,752.07,电子产品,线下
2024-09-29,8565.91,131,65.39,电子产品,小程序
2024-09-29,20859.3,23,906.93,电子产品,APP
2024-09-29,5461.83,147,37.16,服装,线上
2024-09-29,5886.59,42,140.16,服装,线下
2024-09-29,6797.86,38,178.89,服装,小程序
2024-09-29,20253.9,82,247.0,服装,APP
2024-09-29,17040.92,130,131.08,图书,线上
2024-09-29,19660.92,123,159.84,图书,线下
2024-09-29,12123.03,136,89.14,图书,小程序
2024-09-29,11157.39,141,79.13,图书,APP
2024-09-29,7919.55,62,127.73,家居,线上
2024-09-29,11504.01,143,80.45,家居,线下
2024-09-29,8186.67,67,122.19,家居,小程序
2024-09-29,6494.78,119,54.58,家居,APP
2024-09-29,15732.14,27,582.67,食品,线上
2024-09-29,12082.64,106,113.99,食品,线下
2024-09-29,16080.87,141,114.05,食品,小程序
2024-09-29,15286.49,127,120.37,食品,APP
2024-09-29,10246.29,73,140.36,美妆,线上
2024-09-29,20252.27,99,204.57,美妆,线下
2024-09-29,7705.17,43,179.19,美妆,小程序
2024-09-29,14967.01,117,127.92,美妆,APP
2024-09-30,9887.99,68,145.41,电子产品,线上
2024-09-30,4798.26,105,45.7,电子产品,线下
2024-09-30,7374.6,51,144.6,电子产品,小程序
2024-09-30,6743.26,60,112.39,电子产品,APP
2024-09-30,6338.72,37,171.32,服装,线上
2024-09-30,10283.59,26,395.52,服装,线下
2024-09-30,17503.31,144,121.55,服装,小程序
2024-09-30,18066.35,89,202.99,服装,APP
2024-09-30,21237.54,136,156.16,图书,线上
2024-09-30,17929.45,92,194.89,图书,线下
2024-09-30,12469.63,32,389.68,图书,小程序
2024-09-30,4291.12,127,33.79,图书,APP
2024-09-30,20810.16,138,150.8,家居,线上
2024-09-30,11029.61,99,111.41,家居,线下
2024-09-30,13576.92,131,103.64,家居,小程序
2024-09-30,12751.06,96,132.82,家居,APP
2024-09-30,14049.1,135,104.07,食品,线上
2024-09-30,20044.63,42,477.25,食品,线下
2024-09-30,11442.11,71,161.16,食品,小程序
2024-09-30,10859.02,108,100.55,食品,APP
2024-09-30,11558.97,28,412.82,美妆,线上
2024-09-30,8659.98,104,83.27,美妆,线下
2024-09-30,4834.98,124,38.99,美妆,小程序
2024-09-30,8443.58,100,84.44,美妆,APP
2024-10-01,16283.26,140,116.31,电子产品,线上
2024-10-01,7706.92,118,65.31,电子产品,线下
2024-10-01,21019.14,129,162.94,电子产品,小程序
2024-10-01,14866.49,138,107.73,电子产品,APP
2024-10-01,11862.52,48,247.14,服装,线上
2024-10-01,19435.14,111,175.09,服装,线下
2024-10-01,6646.11,117,56.8,服装,小程序
2024-10-01,8111.16,72,112.66,服装,APP
2024-10-01,5139.53,114,45.08,图书,线上
2024-10-01,14473.68,22,657.89,图书,线下
2024-10-01,7364.9,109,67.57,图书,小程序
2024-10-01,6178.89,61,101.29,图书,APP
2024-10-01,12227.86,72,169.83,家居,线上
2024-10-01,11608.36,80,145.1,家居,线下
2024-10-01,21231.84,100,212.32,家居,小程序
2024-10-01,14825.7,105,141.2,家居,APP
2024-10-01,14785.25,109,135.64,食品,线上
2024-10-01,20119.25,125,160.95,食品,线下
2024-10-01,15569.97,83,187.59,食品,小程序
2024-10-01,9411.67,104,90.5,食品,APP
2024-10-01,17221.57,94,183.21,美妆,线上
2024-10-01,17077.62,98,174.26,美妆,线下
2024-10-01,16454.92,38,433.02,美妆,小程序
2024-10-01,17873.36,98,182.38,美妆,APP
2024-10-02,14854.19,121,122.76,电子产品,线上
2024-10-02,14120.06,82,172.2,电子产品,线下
2024-10-02,17283.88,82,210.78,电子产品,小程序
2024-10-02,18676.3,86,217.17,电子产品,APP
2024-10-02,9060.64,135,67.12,服装,线上
2024-10-02,9220.92,89,103.61,服装,线下
2024-10-02,19422.29,87,223.24,服装,小程序
2024-10-02,4604.11,63,73.08,服装,APP
2024-10-02,6825.86,32,213.31,图书,线上
2024-10-02,14532.53,148,98.19,图书,线下
2024-10-02,11547.98,142,81.32,图书,小程序
2024-10-02,16776.63,75,223.69,图书,APP
2024-10-02,21339.47,89,239.77,家居,线上
2024-10-02,6027.22,60,100.45,家居,线下
2024-10-02,6093.61,22,276.98,家居,小程序
2024-10-02,21501.1,134,160.46,家居,APP
2024-10-02,6532.65,64,102.07,食品,线上
2024-10-02,6292.34,142,44.31,食品,线下
2024-10-02,17433.84,142,122.77,食品,小程序
2024-10-02,9940.11,109,91.19,食品,APP
2024-10-02,7629.11,125,61.03,美妆,线上
2024-10-02,10693.52,140,76.38,美妆,线下
2024-10-02,18100.21,53,341.51,美妆,小程序
2024-10-02,19113.32,52,367.56,美妆,APP
2024-10-03,4972.27,22,226.01,电子产品,线上
2024-10-03,5069.51,91,55.71,电子产品,线下
2024-10-03,14134.66,97,145.72,电子产品,小程序
2024-10-03,10929.62,36,303.6,电子产品,APP
2024-10-03,6894.94,77,89.54,服装,线上
2024-10-03,14132.73,27,523.43,服装,线下
2024-10-03,6774.71,111,61.03,服装,小程序
2024-10-03,6172.43,49,125.97,服装,APP
2024-10-03,7858.24,138,56.94,图书,线上
2024-10-03,10095.7,120,84.13,图书,线下
2024-10-03,19285.92,120,160.72,图书,小程序
2024-10-03,7620.68,106,71.89,图书,APP
2024-10-03,15195.94,140,108.54,家居,线上
2024-10-03,21008.41,130,161.6,家居,线下
2024-10-03,21129.73,40,528.24,家居,小程序
2024-10-03,20296.3,75,270.62,家居,APP
2024-10-03,20671.6,86,240.37,食品,线上
2024-10-03,16542.66,96,172.32,食品,线下
2024-10-03,7600.57,103,73.79,食品,小程序
2024-10-03,11190.05,76,147.24,食品,APP
2024-10-03,5791.77,77,75.22,美妆,线上
2024-10-03,20501.41,114,179.84,美妆,线下
2024-10-03,5158.6,72,71.65,美妆,小程序
2024-10-03,9460.61,66,143.34,美妆,APP
2024-10-04,7656.81,124,61.75,电子产品,线上
2024-10-04,7084.54,54,131.2,电子产品,线下
2024-10-04,4927.64,83,59.37,电子产品,小程序
2024-10-04,7733.45,137,56.45,电子产品,APP
2024-10-04,9434.35,87,108.44,服装,线上
2024-10-04,11412.85,47,242.83,服装,线下
2024-10-04,4670.92,79,59.13,服装,小程序
2024-10-04,15875.04,126,125.99,服装,APP
2024-10-04,13113.84,121,108.38,图书,线上
2024-10-04,17928.68,27,664.03,图书,线下
2024-10-04,4913.46,100,49.13,图书,小程序
2024-10-04,16700.18,56,298.22,图书,APP
2024-10-04,14237.54,91,156.46,家居,线上
2024-10-04,10975.72,32,342.99,家居,线下
2024-10-04,7004.92,42,166.78,家居,小程序
2024-10-04,15585.58,144,108.23,家居,APP
2024-10-04,11961.73,93,128.62,食品,线上
2024-10-04,5465.2,87,62.82,食品,线下
2024-10-04,7619.09,29,262.73,食品,小程序
2024-10-04,9596.76,101,95.02,食品,APP
2024-10-04,5361.5,78,68.74,美妆,线上
2024-10-04,13672.28,113,120.99,美妆,线下
2024-10-04,20810.99,61,341.16,美妆,小程序
2024-10-04,7161.3,91,78.7,美妆,APP
2024-10-05,11733.57,106,110.69,电子产品,线上
2024-10-05,7527.19,106,71.01,电子产品,线下
2024-10-05,17105.37,60,285.09,电子产品,小程序
2024-10-05,7837.87,54,145.15,电子产品,APP
2024-10-05,13447.71,59,227.93,服装,线上
2024-10-05,15250.97,79,193.05,服装,线下
2024-10-05,4527.05,24,188.63,服装,小程序
2024-10-05,6711.37,122,55.01,服装,APP
2024-10-05,14378.24,47,305.92,图书,线上
2024-10-05,8126.9,22,369.4,图书,线下
2024-10-05,8374.71,76,110.19,图书,小程序
2024-10-05,7808.16,124,62.97,图书,APP
2024-10-05,12542.23,37,338.98,家居,线上
2024-10-05,17179.22,51,336.85,家居,线下
2024-10-05,16066.56,129,124.55,家居,小程序
2024-10-05,18039.0,113,159.64,家居,APP
2024-10-05,20648.92,22,938.59,食品,线上
2024-10-05,12002.68,129,93.04,食品,线下
2024-10-05,6843.22,142,48.19,食品,小程序
2024-10-05,15007.68,108,138.96,食品,APP
2024-10-05,17473.22,100,174.73,美妆,线上
2024-10-05,8713.42,34,256.28,美妆,线下
2024-10-05,7394.29,114,64.86,美妆,小程序
2024-10-05,8041.06,40,201.03,美妆,APP
2024-10-06,20891.25,64,326.43,电子产品,线上
2024-10-06,20342.01,86,236.53,电子产品,线下
2024-10-06,18690.95,63,296.68,电子产品,小程序
2024-10-06,8503.13,75,113.38,电子产品,APP
2024-10-06,9131.94,53,172.3,服装,线上
2024-10-06,5201.36,95,54.75,服装,线下
2024-10-06,12421.06,24,517.54,服装,小程序
2024-10-06,5976.3,61,97.97,服装,APP
2024-10-06,21172.65,53,399.48,图书,线上
2024-10-06,9514.52,115,82.73,图书,线下
2024-10-06,5408.64,125,43.27,图书,小程序
2024-10-06,20448.2,86,237.77,图书,APP
2024-10-06,15964.43,138,115.68,家居,线上
2024-10-06,17175.82,46,373.39,家居,线下
2024-10-06,18965.03,141,134.5,家居,小程序
2024-10-06,15642.52,146,107.14,家居,APP
2024-10-06,10013.16,86,116.43,食品,线上
2024-10-06,11640.28,66,176.37,食品,线下
2024-10-06,20612.43,32,644.14,食品,小程序
2024-10-06,11156.34,78,143.03,食品,APP
2024-10-06,13795.1,132,104.51,美妆,线上
2024-10-06,7084.71,140,50.61,美妆,线下
2024-10-06,15409.85,106,145.38,美妆,小程序
2024-10-06,13251.0,36,368.08,美妆,APP
2024-10-07,7569.3,101,74.94,电子产品,线上
2024-10-07,14945.62,107,139.68,电子产品,线下
2024-10-07,11185.96,92,121.59,电子产品,小程序
2024-10-07,16949.66,149,113.76,电子产品,APP
2024-10-07,17162.64,57,301.1,服装,线上
2024-10-07,21079.49,144,146.39,服装,线下
2024-10-07,8788.22,68,129.24,服装,小程序
2024-10-07,12349.71,39,316.66,服装,APP
2024-10-07,18390.31,45,408.67,图书,线上
2024-10-07,6690.88,42,159.31,图书,线下
2024-10-07,21645.98,50,432.92,图书,小程序
2024-10-07,13750.37,30,458.35,图书,APP
2024-10-07,8552.31,108,79.19,家居,线上
2024-10-07,21702.22,126,172.24,家居,线下
2024-10-07,18617.69,32,581.8,家居,小程序
2024-10-07,16192.49,38,426.12,家居,APP
2024-10-07,12403.33,32,387.6,食品,线上
2024-10-07,19596.89,144,136.09,食品,线下
2024-10-07,9532.06,29,328.69,食品,小程序
2024-10-07,18452.09,77,239.64,食品,APP
2024-10-07,14936.24,110,135.78,美妆,线上
2024-10-07,6225.64,84,74.11,美妆,线下
2024-10-07,16629.79,65,255.84,美妆,小程序
2024-10-07,14934.71,48,311.14,美妆,APP
2024-10-08,13156.35,64,205.57,电子产品,线上
2024-10-08,7524.36,146,51.54,电子产品,线下
2024-10-08,21137.86,85,248.68,电子产品,小程序
2024-10-08,8837.72,136,64.98,电子产品,APP
2024-10-08,7635.5,25,305.42,服装,线上
2024-10-08,10799.58,94,114.89,服装,线下
2024-10-08,7067.26,48,147.23,服装,小程序
2024-10-08,11064.2,116,95.38,服装,APP
2024-10-08,16430.18,86,191.05,图书,线上
2024-10-08,14873.6,117,127.12,图书,线下
2024-10-08,19451.76,69,281.91,图书,小程序
2024-10-08,20491.09,20,1024.55,图书,APP
2024-10-08,16664.12,70,238.06,家居,线上
2024-10-08,7999.23,94,85.1,家居,线下
2024-10-08,9627.36,133,72.39,家居,小程序
2024-10-08,19932.96,24,830.54,家居,APP
2024-10-08,9809.6,147,66.73,食品,线上
2024-10-08,13414.22,104,128.98,食品,线下
2024-10-08,4628.53,138,33.54,食品,小程序
2024-10-08,4788.85,62,77.24,食品,APP
2024-10-08,4603.44,115,40.03,美妆,线上
2024-10-08,15275.85,116,131.69,美妆,线下
2024-10-08,17965.6,109,164.82,美妆,小程序
2024-10-08,5682.96,100,56.83,美妆,APP
2024-10-09,7804.5,134,58.24,电子产品,线上
2024-10-09,13263.08,66,200.96,电子产品,线下
2024-10-09,11494.73,73,157.46,电子产品,小程序
2024-10-09,7280.47,101,72.08,电子产品,APP
2024-10-09,11794.04,88,134.02,服装,线上
2024-10-09,7724.94,147,52.55,服装,线下
2024-10-09,12860.48,63,204.13,服装,小程序
2024-10-09,7281.53,111,65.6,服装,APP
2024-10-09,14513.38,24,604.72,图书,线上
2024-10-09,11869.45,122,97.29,图书,线下
2024-10-09,10642.81,41,259.58,图书,小程序
2024-10-09,6957.28,54,128.84,图书,APP
2024-10-09,4933.05,114,43.27,家居,线上
2024-10-09,14610.44,60,243.51,家居,线下
2024-10-09,7119.77,93,76.56,家居,小程序
2024-10-09,6518.02,102,63.9,家居,APP
2024-10-09,20850.19,125,166.8,食品,线上
2024-10-09,8317.74,58,143.41,食品,线下
2024-10-09,14942.68,100,149.43,食品,小程序
2024-10-09,17891.36,122,146.65,食品,APP
2024-10-09,8570.36,82,104.52,美妆,线上
2024-10-09,12667.03,59,214.7,美妆,线下
2024-10-09,15907.71,64,248.56,美妆,小程序
2024-10-09,19120.59,95,201.27,美妆,APP
2024-10-10,16302.38,66,247.01,电子产品,线上
2024-10-10,5221.04,116,45.01,电子产品,线下
2024-10-10,5814.09,86,67.61,电子产品,小程序
2024-10-10,15578.69,26,599.18,电子产品,APP
2024-10-10,15985.4,106,150.81,服装,线上
2024-10-10,6190.37,72,85.98,服装,线下
2024-10-10,17368.39,77,225.56,服装,小程序
2024-10-10,16135.11,30,537.84,服装,APP
2024-10-10,5236.45,77,68.01,图书,线上
2024-10-10,17020.99,60,283.68,图书,线下
2024-10-10,5604.25,41,136.69,图书,小程序
2024-10-10,7611.51,58,131.23,图书,APP
2024-10-10,6141.59,64,95.96,家居,线上
2024-10-10,18407.43,115,160.06,家居,线下
2024-10-10,17820.17,150,118.8,家居,小程序
2024-10-10,16278.59,48,339.14,家居,APP
2024-10-10,17143.27,59,290.56,食品,线上
2024-10-10,19970.1,126,158.49,食品,线下
2024-10-10,14014.28,122,114.87,食品,小程序
2024-10-10,9772.62,22,444.21,食品,APP
2024-10-10,6313.16,48,131.52,美妆,线上
2024-10-10,13926.05,87,160.07,美妆,线下
2024-10-10,14379.65,34,422.93,美妆,小程序
2024-10-10,11404.66,98,116.37,美妆,APP
2024-10-11,17911.93,20,895.6,电子产品,线上
2024-10-11,5240.28,119,44.04,电子产品,线下
2024-10-11,7659.65,148,51.75,电子产品,小程序
2024-10-11,20875.94,147,142.01,电子产品,APP
2024-10-11,12398.48,142,87.31,服装,线上
2024-10-11,8857.7,100,88.58,服装,线下
2024-10-11,13805.12,119,116.01,服装,小程序
2024-10-11,15901.1,92,172.84,服装,APP
2024-10-11,21416.22,122,175.54,图书,线上
2024-10-11,17891.47,50,357.83,图书,线下
2024-10-11,15148.63,53,285.82,图书,小程序
2024-10-11,8376.98,66,126.92,图书,APP
2024-10-11,6479.92,56,115.71,家居,线上
2024-10-11,17281.17,131,131.92,家居,线下
2024-10-11,18961.25,65,291.71,家居,小程序
2024-10-11,5822.79,66,88.22,家居,APP
2024-10-11,4784.05,36,132.89,食品,线上
2024-10-11,5292.07,61,86.76,食品,线下
2024-10-11,15434.14,75,205.79,食品,小程序
2024-10-11,18731.54,48,390.24,食品,APP
2024-10-11,9517.75,144,66.1,美妆,线上
2024-10-11,21271.67,48,443.16,美妆,线下
2024-10-11,6090.44,134,45.45,美妆,小程序
2024-10-11,7225.55,124,58.27,美妆,APP
2024-10-12,15074.98,91,165.66,电子产品,线上
2024-10-12,14845.47,44,337.4,电子产品,线下
2024-10-12,16218.21,70,231.69,电子产品,小程序
2024-10-12,6491.21,25,259.65,电子产品,APP
2024-10-12,5522.09,130,42.48,服装,线上
2024-10-12,12091.39,25,483.66,服装,线下
2024-10-12,17761.68,63,281.93,服装,小程序
2024-10-12,17199.24,35,491.41,服装,APP
2024-10-12,4593.44,70,65.62,图书,线上
2024-10-12,17950.45,106,169.34,图书,线下
2024-10-12,7975.07,121,65.91,图书,小程序
2024-10-12,7888.02,44,179.27,图书,APP
2024-10-12,4565.85,31,147.29,家居,线上
2024-10-12,10371.69,65,159.56,家居,线下
2024-10-12,9355.73,80,116.95,家居,小程序
2024-10-12,14386.2,20,719.31,家居,APP
2024-10-12,21319.71,61,349.5,食品,线上
2024-10-12,21132.43,63,335.44,食品,线下
2024-10-12,16367.44,35,467.64,食品,小程序
2024-10-12,5569.36,121,46.03,食品,APP
2024-10-12,14101.09,130,108.47,美妆,线上
2024-10-12,7446.66,137,54.36,美妆,线下
2024-10-12,18099.57,82,220.73,美妆,小程序
2024-10-12,19925.35,65,306.54,美妆,APP
2024-10-13,19757.49,72,274.41,电子产品,线上
2024-10-13,20447.07,148,138.16,电子产品,线下
2024-10-13,15523.21,118,131.55,电子产品,小程序
2024-10-13,16674.9,72,231.6,电子产品,APP
2024-10-13,8389.88,143,58.67,服装,线上
2024-10-13,11876.3,41,289.67,服装,线下
2024-10-13,13649.12,49,278.55,服装,小程序
2024-10-13,20469.81,123,166.42,服装,APP
2024-10-13,7713.31,136,56.72,图书,线上
2024-10-13,6407.78,131,48.91,图书,线下
2024-10-13,14488.88,47,308.27,图书,小程序
2024-10-13,4530.46,39,116.17,图书,APP
2024-10-13,7945.21,149,53.32,家居,线上
2024-10-13,18804.97,71,264.86,家居,线下
2024-10-13,20773.19,59,352.09,家居,小程序
2024-10-13,6306.53,150,42.04,家居,APP
2024-10-13,17720.99,77,230.14,食品,线上
2024-10-13,10825.39,67,161.57,食品,线下
2024-10-13,12844.04,36,356.78,食品,小程序
2024-10-13,14059.08,103,136.5,食品,APP
2024-10-13,17308.4,25,692.34,美妆,线上
2024-10-13,11850.13,143,82.87,美妆,线下
2024-10-13,13420.63,44,305.01,美妆,小程序
2024-10-13,16267.91,128,127.09,美妆,APP
2024-10-14,18238.82,114,159.99,电子产品,线上
2024-10-14,19508.61,62,314.66,电子产品,线下
2024-10-14,4648.49,45,103.3,电子产品,小程序
2024-10-14,20066.9,88,228.03,电子产品,APP
2024-10-14,9021.53,39,231.32,服装,线上
2024-10-14,15801.92,139,113.68,服装,线下
2024-10-14,15539.44,124,125.32,服装,小程序
2024-10-14,6652.91,148,44.95,服装,APP
